0,0.000650026
0.5,0.000649013
1,0.000647962
1.5,0.000646956
2,0.000645911
2.5,0.000644912
3,0.000643874
3.5,0.000642839
4,0.000641849
4.5,0.00064082
5,0.000639795
5.5,0.000638774
6,0.000637755
6.5,0.00063674
7,0.000635728
7.5,0.000634719
8,0.000633714
8.5,0.000632671
9,0.000631672
9.5,0.000630676
10,0.000629644
10.5,0.000628654
11,0.000627628
11.5,0.000626606
12,0.000625626
12.5,0.00062461
13,0.000623597
13.5,0.000622587
14,0.000621581
14.5,0.000620617
15,0.000619579
15.5,0.000618582
16,0.000617589
16.5,0.000616599
17,0.000615612
17.5,0.00061459
18,0.00061361
18.5,0.000612595
19,0.000611621
19.5,0.000610612
20,0.000609645
20.5,0.000608643
21,0.000607644
21.5,0.000606649
22,0.000605657
22.5,0.000604668
23,0.000603682
23.5,0.0006027
24,0.000601721
24.5,0.000600745
25,0.000599736
25.5,0.000598767
26,0.0005978
26.5,0.000596801
27,0.000595841
27.5,0.000594849
28,0.000593859
28.5,0.000592874
29,0.000591891
29.5,0.000590947
30,0.000589971
30.5,0.000588998
31,0.000587993
31.5,0.000587027
32,0.000586063
32.5,0.000585103
33,0.000584112
33.5,0.000583158
34,0.000582174
34.5,0.000581193
35,0.000580248
35.5,0.000579274
36,0.000578302
36.5,0.000577334
37,0.000576369
37.5,0.000575407
38,0.000574449
38.5,0.000573493
39,0.000572508
39.5,0.000571559
40,0.000570613
40.5,0.000569638
41,0.000568699
41.5,0.00056773
42,0.000566765
42.5,0.000565803
43,0.000564844
43.5,0.000563889
44,0.000562936
44.5,0.000561987
45,0.000561041
45.5,0.000560099
46,0.000559128
46.5,0.000558191
47,0.000557227
47.5,0.000556297
48,0.00055534
48.5,0.000554385
49,0.000553465
49.5,0.000552517
50,0.000551572
50.5,0.00055063
51,0.000549662
51.5,0.000548727
52,0.000547795
52.5,0.000546837
53,0.000545911
53.5,0.000544959
54,0.00054404
54.5,0.000543095
55,0.000542152
55.5,0.000541213
56,0.000540278
56.5,0.000539345
57,0.000538416
57.5,0.000537461
58,0.000536538
58.5,0.000535619
59,0.000534674
59.5,0.000533732
60,0.000532822
60.5,0.000531887
61,0.000530955
61.5,0.000530026
62,0.000529101
62.5,0.000528178
63,0.000527259
63.5,0.000526316
64,0.000525403
64.5,0.000524466
65,0.00052356
65.5,0.00052263
66,0.000521703
66.5,0.000520779
67,0.000519859
67.5,0.000518941
68,0.000518027
68.5,0.000517117
69,0.000516182
69.5,0.000515278
70,0.00051435
70.5,0.000513426
71,0.000512531
71.5,0.000511614
72,0.000510699
72.5,0.000509788
73,0.000508854
73.5,0.000507949
74,0.000507048
74.5,0.000506124
75,0.000505229
75.5,0.000504312
76,0.000503398
76.5,0.000502487
77,0.00050158
77.5,0.000500676
78,0.000499775
78.5,0.000498878
79,0.000497958
79.5,0.000497067
80,0.000496155
80.5,0.000495246
81,0.00049434
81.5,0.000493462
82,0.000492538
82.5,0.000491642
83,0.000490749
83.5,0.00048986
84,0.00048895
84.5,0.000488043
85,0.000487163
85.5,0.000486263
86,0.000485366
86.5,0.000484473
87,0.000483582
87.5,0.000482672
88,0.000481788
88.5,0.000480885
89,0.000480008
89.5,0.000479111
90,0.000478217
90.5,0.000477327
91,0.00047644
91.5,0.000475556
92,0.000474654
92.5,0.000473776
93,0.00047288
93.5,0.00047201
94,0.00047112
94.5,0.000470234
95,0.000469351
95.5,0.00046845
96,0.000467574
96.5,0.000466701
97,0.00046581
97.5,0.000464922
98,0.000464037
98.5,0.000463156
99,0.000462278
99.5,0.000461404
100,0.000460532
100.5,0.000459643
101,0.000458779
101.5,0.000457896
102,0.000457018
102.5,0.000456142
103,0.00045527
103.5,0.00045438
104,0.000453515
104.5,0.000452632
105,0.000451773
105.5,0.000450897
106,0.000450025
106.5,0.000449156
107,0.00044829
107.5,0.000447407
108,0.000446548
108.5,0.000445673
109,0.0004448
109.5,0.000443931
110,0.000443066
110.5,0.000442204
111,0.000441326
111.5,0.00044047
112,0.000439599
112.5,0.000438731
113,0.000437867
113.5,0.000437006
114,0.000436148
114.5,0.000435275
115,0.000434424
115.5,0.000433557
116,0.000432694
116.5,0.000431835
117,0.000430979
117.5,0.000430126
118,0.000429258
118.5,0.000428394
119,0.000427533
119.5,0.000426676
120,0.000425822
120.5,0.000424971
121,0.000424124
121.5,0.000423263
122,0.000422404
122.5,0.00042155
123,0.000420698
123.5,0.000419851
124,0.000418989
124.5,0.000418148
125,0.000417293
125.5,0.000416441
126,0.000415593
126.5,0.000414731
127,0.00041389
127.5,0.000413035
128,0.000412184
128.5,0.000411336
129,0.000410492
129.5,0.000409651
130,0.000408797
130.5,0.000407947
131,0.000407116
131.5,0.000406256
132,0.000405416
132.5,0.00040458
133,0.00040373
133.5,0.000402885
134,0.000402042
134.5,0.000401204
135,0.000400368
135.5,0.000399521
136,0.000398676
136.5,0.000397836
137,0.000396999
137.5,0.000396165
138,0.000395319
138.5,0.000394493
139,0.000393654
139.5,0.000392804
140,0.000391972
140.5,0.000391144
141,0.000390305
141.5,0.000389469
142,0.000388636
142.5,0.000387792
143,0.000386967
143.5,0.00038613
144,0.000385297
144.5,0.000384468
145,0.000383627
145.5,0.000382804
146,0.000381971
146.5,0.000381141
147,0.000380315
147.5,0.000379478
148,0.000378644
148.5,0.000377829
149,0.000376989
149.5,0.000376166
150,0.000375333
150.5,0.000374518
151,0.000373692
151.5,0.000372856
152,0.000372038
152.5,0.000371209
153,0.000370384
153.5,0.000369563
154,0.000368732
154.5,0.000367918
155,0.000367094
155.5,0.000366274
156,0.000365444
156.5,0.000364618
157,0.000363808
157.5,0.000362976
158,0.000362161
158.5,0.000361337
159,0.000360516
159.5,0.000359699
160,0.000358886
160.5,0.000358064
161,0.000357245
161.5,0.00035643
162,0.000355619
162.5,0.000354799
163,0.000353982
163.5,0.00035317
164,0.000352348
164.5,0.000351531
165,0.000350717
165.5,0.000349907
166,0.000349089
166.5,0.000348286
167,0.000347464
167.5,0.000346656
168,0.000345841
168.5,0.00034503
169,0.000344222
169.5,0.000343407
170,0.000342607
170.5,0.000341787
171,0.000340983
171.5,0.000340171
172,0.000339363
172.5,0.000338558
173,0.000337747
173.5,0.000336939
174,0.000336134
174.5,0.000335323
175,0.000334526
175.5,0.000333712
176,0.000332912
176.5,0.000332105
177,0.000331301
177.5,0.000330491
178,0.000329696
178.5,0.000328893
179,0.000328084
179.5,0.000327279
180,0.000326477
180.5,0.00032568
181,0.000324876
181.5,0.000324076
182,0.000323279
182.5,0.000322477
183,0.000321678
183.5,0.000320873
184,0.000320072
184.5,0.000319275
185,0.000318481
185.5,0.000317682
186,0.000316887
186.5,0.000316086
187,0.000315288
187.5,0.000314495
188,0.000313696
188.5,0.000312901
189,0.0003121
189.5,0.000311313
190,0.000310511
190.5,0.000309722
191,0.000308928
191.5,0.000308128
192,0.000307342
192.5,0.000306542
193,0.000305754
193.5,0.000304962
194,0.000304173
194.5,0.00030338
195,0.00030259
195.5,0.000301796
196,0.000301005
196.5,0.00030021
197,0.000299428
197.5,0.000298632
198,0.00029785
198.5,0.000297053
199,0.00029627
