0,7.239,0.0002
0.01,7.2389,-0.196349541
0.02,7.2385,-0.785398163
0.03,7.2379,-1.178097245
0.04,7.2371,-1.570796327
0.05,7.236,-2.159844949
0.06,7.2347,-2.552544031
0.07,7.2331,-3.141592654
0.08,7.2313,-3.534291735
0.09,7.2292,-4.123340358
0.1,7.2269,-4.51603944
0.11,7.2244,-4.908738521
0.12,7.2216,-5.497787144
0.13,7.2186,-5.890486225
0.14,7.2154,-6.283185307
0.15,7.2119,-6.87223393
0.16,7.2082,-7.264933011
0.17,7.2042,-7.853981634
0.18,7.2,-8.246680716
0.19,7.1956,-8.639379797
0.2,7.1909,-9.22842842
0.21,7.186,-9.621127502
0.22,7.1808,-10.21017612
0.23,7.1755,-10.40652567
0.24,7.1698,-11.19192383
0.25,7.164,-11.38827337
0.26,7.1579,-11.97732199
0.27,7.1516,-12.37002107
0.28,7.145,-12.9590697
0.29,7.1382,-13.35176878
0.3,7.1312,-13.74446786
0.31,7.124,-14.13716694
0.32,7.1165,-14.72621556
0.33,7.1088,-15.11891465
0.34,7.1009,-15.51161373
0.35,7.0927,-16.10066235
0.36,7.0843,-16.49336143
0.37,7.0757,-16.88606051
0.38,7.0669,-17.27875959
0.39,7.0578,-17.86780822
0.4,7.0485,-18.2605073
0.41,7.039,-18.65320638
0.42,7.0293,-19.04590546
0.43,7.0193,-19.63495408
0.44,7.0092,-19.83130363
0.45,6.9988,-20.42035225
0.46,6.9882,-20.81305133
0.47,6.9774,-21.20575041
0.48,6.9663,-21.79479903
0.49,6.9551,-21.99114858
0.5,6.9436,-22.5801972
0.51,6.9319,-22.97289628
0.52,6.92,-23.36559536
0.53,6.908,-23.5619449
0.54,6.8957,-24.15099352
0.55,6.8831,-24.74004215
0.56,6.8704,-24.93639169
0.57,6.8575,-25.32909077
0.58,6.8444,-25.72178985
0.59,6.8311,-26.11448893
0.6,6.8175,-26.70353756
0.61,6.8038,-26.8998871
0.62,6.7899,-27.29258618
0.63,6.7758,-27.68528526
0.64,6.7615,-28.07798434
0.65,6.747,-28.47068342
0.66,6.7323,-28.8633825
0.67,6.7174,-29.25608159
0.68,6.7023,-29.64878067
0.69,6.687,-30.04147975
0.7,6.6716,-30.23782929
0.71,6.6559,-30.82687791
0.72,6.6401,-31.02322745
0.73,6.6241,-31.41592654
0.74,6.6079,-31.80862562
0.75,6.5916,-32.00497516
0.76,6.575,-32.59402378
0.77,6.5583,-32.79037332
0.78,6.5414,-33.1830724
0.79,6.5244,-33.37942194
0.8,6.5072,-33.77212103
0.81,6.4898,-34.16482011
0.82,6.4722,-34.55751919
0.83,6.4545,-34.75386873
0.84,6.4366,-35.14656781
0.85,6.4185,-35.53926689
0.86,6.4003,-35.73561643
0.87,6.382,-35.93196598
0.88,6.3634,-36.5210146
0.89,6.3448,-36.5210146
0.9,6.3259,-37.11006322
0.91,6.307,-37.11006322
0.92,6.2878,-37.69911184
0.93,6.2686,-37.69911184
0.94,6.2492,-38.09181092
0.95,6.2296,-38.48451001
0.96,6.2099,-38.68085955
0.97,6.1901,-38.87720909
0.98,6.1701,-39.26990817
0.99,6.15,-39.46625771
1,6.1297,-39.85895679
1.01,6.1094,-39.85895679
1.02,6.0889,-40.25165587
1.03,6.0683,-40.44800541
1.04,6.0475,-40.8407045
1.05,6.0266,-41.03705404
1.06,6.0056,-41.23340358
1.07,5.9845,-41.42975312
1.08,5.9633,-41.62610266
1.09,5.942,-41.8224522
1.1,5.9205,-42.21515128
1.11,5.899,-42.21515128
1.12,5.8773,-42.60785036
1.13,5.8555,-42.80419991
1.14,5.8337,-42.80419991
1.15,5.8117,-43.19689899
1.16,5.7896,-43.39324853
1.17,5.7674,-43.58959807
1.18,5.7452,-43.58959807
1.19,5.7228,-43.98229715
1.2,5.7004,-43.98229715
1.21,5.6778,-44.37499623
